filename,speaker_id,chapter_id,sex,duration_sec,duration_cat
1580-141084-0001.flac,1580,141084,F,3.265,short
7176-92135-0009.flac,7176,92135,M,4.38,short
1320-122617-0000.flac,1320,122617,M,7.835,medium
2094-142345-0013.flac,2094,142345,F,14.25,long
1580-141084-0026.flac,1580,141084,F,6.995,medium
8230-279154-0010.flac,8230,279154,M,15.19,long
1320-122617-0037.flac,1320,122617,M,7.18,medium
4077-13754-0006.flac,4077,13754,M,12.7499375,long
2830-3980-0025.flac,2830,3980,M,8.795,medium
1995-1837-0004.flac,1995,1837,F,6.36,medium
4992-41797-0018.flac,4992,41797,F,9.155,medium
8230-279154-0020.flac,8230,279154,M,7.835,medium
7176-88083-0020.flac,7176,88083,M,5.415,medium
237-134500-0019.flac,237,134500,F,2.86,short
7176-92135-0044.flac,7176,92135,M,5.175,medium
1995-1837-0001.flac,1995,1837,F,8.73,medium
1995-1837-0017.flac,1995,1837,F,3.1,short
8455-210777-0068.flac,8455,210777,M,2.59,short
2300-131720-0009.flac,2300,131720,M,9.605,medium
237-126133-0002.flac,237,126133,F,8.92,medium
8555-284447-0021.flac,8555,284447,F,13.175,long
8555-284447-0002.flac,8555,284447,F,8.025,medium
61-70968-0049.flac,61,70968,M,8.25,medium
672-122797-0016.flac,672,122797,M,9.215,medium
1188-133604-0039.flac,1188,133604,M,6.625,medium
61-70968-0013.flac,61,70968,M,4.45,short
672-122797-0052.flac,672,122797,M,4.285,short
1995-1836-0008.flac,1995,1836,F,6.985,medium
237-126133-0019.flac,237,126133,F,7.12,medium
1089-134691-0015.flac,1089,134691,M,3.395,short
3575-170457-0027.flac,3575,170457,F,4.58,short
1089-134691-0016.flac,1089,134691,M,9.06,medium
260-123288-0022.flac,260,123288,M,3.705,short
4970-29093-0020.flac,4970,29093,F,5.58,medium
672-122797-0048.flac,672,122797,M,6.555,medium
8555-284449-0003.flac,8555,284449,F,8.875,medium
1995-1826-0015.flac,1995,1826,F,3.55,short
121-127105-0032.flac,121,127105,F,3.17,short
8555-284449-0020.flac,8555,284449,F,5.095,medium
4970-29095-0007.flac,4970,29095,F,14.81,long
260-123286-0006.flac,260,123286,M,7.405,medium
8555-292519-0005.flac,8555,292519,F,9.575,medium
