1688-142285-0010  HIS FATHER SPECULATED WILDLY FAILED AND THEN TOLD HIMSELF BECAUSE HE COULD NOT BEAR THE DISGRACE
8188-274364-0001  THE GOVERNMENT OF IRELAND HIS ADMINISTRATION HAD BEEN EQUALLY PROMOTED OF HIS MASTER'S INTEREST AND THAT OF THE SUBJECTS COMMITTED TO HIS CARE
8188-274364-0002  THE CASE OF LORD MONTON OF ALL THOSE WHICH WERE COLLECTED WITH SO ATTORY IS A MOST FLAGRANT AND THE LEAST EXCUSABLE
8188-274364-0011  YOUR MEDICY HAVING TRIED THE AFFIXIONS OF YOUR PEOPLE YOU ABSOLVED AND LOOSE FROM ALL WALLS OF GOVERNMENT AND MAY DO WHAT POWER WILL ADMIT
8280-266249-0021  AND THEN SUCH POWERFUL ASSETS FOR DISINTE IRRITATION AND THIRST THERE IS RICH WATER IS NOT CLENCH
8280-266249-0030  THEY GAMBLING YONDER I AFRAID THAT YOUNG FELLOW IS SEEING FAIRLY SLEECED BY THE MIDDLE AGED MAN OPPOSITE
8280-266249-0031  AS OF THE WHOLE PARTY WHEREAT ONCE TURNS IN THAT DIRECTION
8280-266249-0040  OH ASKED THE MATE I SEE NO HERE THAT THERE ARE SOME IN THE STEERAGE
8280-266249-0049  THEN MISTER LILLO WAITING FROM HIS FIRST SLEEP IN A STATE ROOM NEAR BY THOUGHT HE HAD BATED UP ONCE MORE
8280-266249-0062  AS HE ANSWERED PRESSING HER HAND AFFECTIONATELY ARE WE NOT SISTERS IN CHRIST
8280-266249-0064  THERE ARE LINING CHRIST JESUS
8461-258277-0001  PAON SAID NEEDS MICE THY HALF SAY NAVELS SAY NOW CERTAINLY THERE CAME A RAP AT THE DOOR AND THE MAID SAID WHO IS AT THE DOOR
8461-258277-0005  AND SHE THREW DOWN THE JEW'S HEAD BEFORE HIM
8461-278226-0008  PHILIP JUSTLYN WAS EXAMINING SOME PICTURES ON THE OTHER SIDE OF THE ROOM WHEN HIS WIFE MADE THE DISCOVERY
8461-281231-0005  EXCLAIMED THE NORMAN OH
8461-281231-0015  YET FIRST LET ME SAY SAID DEBRACY WHAT IT IMPORTS THEE TO KNOW
8461-281231-0029  AND WITH THIS EPISTLE THEN HAPPY OLD MAN SET OUT TO PROCURE HIS DAUGHTER SLABORATION
8461-281231-0035  THE ASSURANCE THAT SHE POSSESSED SOME FRIEND IN HIS AWFUL ASSEMBLY GAVE A COURAGE TO LOOK ROUND AND TO MARK INTO WHOSE PRESENCE SHE HAD BEEN CONDUCTED
367-293981-0002  I SAY REPLIED SANCHO THAT I SWEAR TO HOLD MY TONGUE ABOUT IT TILL THE END OF YOUR WORSHIP STAYS AND CONGRAT I MAY BE ABLE TO LET IT OUT TO MORROW
367-293981-0013  TARKIHOOD HAD SAID AND HE TAKING HIM WITH BOTH HANDS IN GOOD FAITH AND WITH A BETTER WILL GO TO TELL AND JANE A VERY LITTLE LESSON'S MASTER
367-293981-0018  THE CLASS OF THE POOR BLANKET AT WRETCH WERE SO LOUD THAT THEY REACHED THE EARS OF HIS MASTER WHO HALTING TO LISTEN ATTENTIVELY WAS PERSUADED THAT SOME NEW VENTURE WAS COMING UNTIL HE CLEARLY PERCEIVED THAT IT WAS THE SQUIRE WHO UTTERED THEM
533-131562-0008  I DIDN'T SAY I BROKEN IT DID I RETURNED HE
533-131562-0010  AND AS FOR THE HOUSE ALL MANNERS MISSUS GRAVES MUST BE VERY PARTICULAR IN KEEPING HER ACCOUNTS WE MUST GO UP IN AN ITALIAN NEW PLAN
533-131564-0007  NEVER MIND MY PLAIN SPEAKING SAID I IT IS SOME THE BEST OF MOTIVES
533-131564-0014  WHAT DID YOU MAKE OF ME AND THE CHILDREN TO BE SURE THAT WERE YOU HURT DEATH BETWEEN THEM
1688-142285-0007  I REALLY WAS VERY MUCH AFRAID OF SHOWING HIM HOW MUCH SHOCKED I WAS AT SOME PART OF WHAT HE SAID
3997-180294-0021  MY WHOLE BEING WAS EXALTED INTO JOY AT THE MEMORY OF THE WORDS HE HAD EXCHANGED DURING THAT FIRST NIGHT
3997-180297-0007  IS THAT REALLY THE ONLY REASON
3997-180297-0010  I FANCIED FOR A MOMENT THAT I MIGHT GIVE MYSELF THEIR HAPPINESS FOR SIX MONTHS YOU WILL NOT HAVE IT YOU INSISTED ON KNOWING THE MEANS
3997-180297-0013  WHEN I THOUGHT THAT THIS MARVELLOUS CREATURE WHOSE FEET I HAD ONCE LONGED TO KISS WAS WILLING TO LET ME TAKE MY PLACE IN OUR THOUGHTS BY PARTING HER LIFE AND THAT I WAS NOT YET CONTENT WITH WHAT WAS SHE GAVE ME I ASKED IF MASS DESIRE HAD INDEED LIMITS WHEN SATISFIED AS PROBABLY AS MINE HAD BEEN IT REACHED AFTER SOMETHING FARTHER
3997-182399-0010  SO WE ARE SET ON THE CHIMNEY TOMS WHENEVER ALL JACK BOSS GUESS THE STRAIN DOWN WHERE HE HAVE NO BUSINESS
4198-12281-0002  NEVERTHELESS AT ALL VENTURES THEY RANG THE BELLS AT CAPITULUM CAPITUAL ART DAYS
4198-12281-0003  WHILE THE VIRTUAL OF GOD WHY DO NOT YOU SING TEN YEARS FAREWELL VINTAGE IS NONE
4198-61336-0013  DO YOU WISH THE GRANDSON OF JEHOV HAD ACHIEVE SUCCESSES IN CONSECT WITH DAMASCUS
4350-9170-0014  BETWEEN THE MEMBERS OF ONE'S FAITH SUBJECT TO A SINGLE AUTHORITY THE STRIFE BETWEEN THE INDIVIDUAL SEEMED STILL LESS AT A LIFE OF THE STATE SEEMS EVEN MORE SECURE
4852-28311-0005  MIGHT BECAME UNEASY AND FISHED AND MOIST BAND OUT OF HIS POCKET MADE A FLOCK OF PAPER AND SEND IT SOARING OUT IN EM STREET
4852-28311-0011  A BITTER GOIN AFTER ALL THIS TURNED TO ON HIM
4852-28312-0008  GRISOLM HER VOICE CAME BACK TO HIM
4852-28319-0011  IN THOUGHT NOT WITHOUT A FEELING OF PRIDE AND COMMENCED THE EXPERIMENTS HANG WITH HIS TAIL AND FINS WITH SUCH ENTHUSIASM AND DELIGHT SOME LITTLE TIME ELAPSED BEFORE MISTER WICKER'S VOICE BLOOM BUT O'S BY
4852-28319-0021  SCAN TWO HOURS BEFORE ITS TIME THUNDER SNARLS IN THE SKY
4852-28319-0023  MISTER WICKER BEGAN MOVING ABOUT UPSTAIRS THE FOREBOARDS CREAKED AND STILL CHRIS COULD NOT LEAVE UNTIL THE FUNCTION FUMED AND GLOWED
4852-28330-0015  THE SHIP ITS CARGO IN ITS MANE WILL BE IN YOUR HANDS
5442-41168-0015  THAT IS A MATTER FOR EACH MAN'S OWN DECISION HE SAID SEVERELY
5442-41168-0023  THERE ARE MEN YOUNGER AND MORE DESERVING THAN I LET THEMSELVE
5442-41169-0017  BUT ONE'S WORK IS THROWN IN FOR NOTHING
5442-41169-0030  THERE'S THE PEASANTS TOO I WONDER OF THEM SOMETIMES ANY GOOD PEASANT TRIES TO TAKE ALL THE LAND HE CAN
5484-24317-0003  SO THE ARTIST FOUND HIMSELF OBLIGED TO RELINQUISH HIS OPPOSITION
5484-24317-0010  WHEN HERMANN ENTERED THE RESIDENCE OF THE GRAMMATIUS IN THE PALACE THEY GUESS HAD ALREADY ASSEMBLED
5484-24317-0019  LET US HOPE THAT YOU WILL MAKE THIS THREE LEAVED CLOVER THE LUCK PROMISING FULL LEAVE TO WINE
5764-299665-0026  MAN ADVANCES UNNECESSARILY ADVANCES THROUGH EXPERIENCE
5764-299665-0047  WHAT HAS REGION DONE FOR HUNGARY OSPHERE
5764-299665-0067  WE MUST HAVE CALLED THE STONES
5764-299665-0074  IT FOLLOWED THAT THERE COULD NOT HAVE BEEN ANY INTELLIGENCE ANY DESIGN BACK OF MATTER AND FORCE
6070-63485-0014  WELL MY WIFE SHALL BE THERE SAID THE SCHOOLMASTER YOU WILL TELL HER WHAT YOU WANT AND I SHALL SEE
6070-86744-0014  WHAT IS THE MATTER ASKED ALBERT OF FRANZ WHEN THEY HAD RETURNED TO THEIR OWN APARTMENTS YOU SEE MORE THAN COMMONLY THOUGHTFUL
6070-86744-0024  MY DEAR FRANCE REPLIED ALBERT WHEN UPON RECEIPT OF MY LETTER YOU FOUND THE NECESSITY OF ASKING THE COUNT'S ASSISTANCE YOU PROMPTLY WENT TO HIM SAYING MY FRIEND ALBERT DE MORCERF IS IN DANGER HELP ME TO DELIVER HIM
6070-86745-0004  VERY WELL AT HALF PAST TEN
6128-63241-0005  HIS FAMILY WAS RUINED HE HAD LOST THEIR SLAVES THEIR PROPERTY THE FRIENDS AND RELATIONS THE HOME HAD TASTED OF ALL THE CRUELTY OF DEFEAT
6128-63244-0005  URSUAL SENSELY A PEOPLE DEFAIR AND CENTRALLY INTO WOMAN AS MISSUS SOWINDER WHO LIVED AT DUXBURY OUGHT NOT TO MIX UP
6128-63244-0014  LOOK AFTER THE DETAILS AS WELL AS THE CURRENTS MISSUS STARRIER ADDED IN A TURN AS EXPERIOR AS TO BE EXPECTED A SEXUAL WOMAN AND WITH A SMILE OF WHICH THE SWEETNESS WAS THRILLING TO HER LISTENER
6432-63722-0004  AND HAVING PUT HIMSELF ON A FAIR WAY AS HE HOPED TO SORROW SOME OF THE PROBLEMS CONNECTED WITH THE DARCY CASE COLONEL HASH WENT DOWN TO POLICE HEADQUARTERS TO LEARN MORE FACT IN THE CONNECTION WITH THE MURDER OF THE EAST INDIA
6432-63722-0015  GAD EXCLAIMED THE COLONEL
6432-63722-0047  WHETHER I PATHETICAL QUESTION COLONEL BUT I SHOULD SAY IT MIGHT BE A FIFTY FIFTY PROPOSITION
6432-63722-0056  O VALUGE OF TWO HEADS YOU KNOW CHAP
6432-63723-0000  CALLED THE COLONEL AS HE SKILFULLY PLAYED THE LUCKLESS TROUT NOW STRUGGLING TO GET LOOSE FROM THE HOOK
6432-63723-0006  IS IN GENERALLY KNOWN WENT ON THE LAWYER THAT THE HOTEL KEEPER'S WIFE HAS LEFT HIM
6432-63723-0029  THEN IT WAS SAID AT LARGE THAT JUNE AFTER THE ECHOES OF THE WEDDING CHIMES HAD DIED AWAY HE HAD BEGUN TO TREAT HIS WIFE WITH A REFINED CRUELTY A HIDDEN AWAY FROM THE PUBLIC UNDERNEATH HIS HABITUAL MANNER THERE WAS THE RAWNESS OF THE BRUTE
6432-63723-0031  ONE DO YOU KNOW AFTER THAT STORY CAME OUT FOR ME IN THE BY CHANCELLOR WHO SAT IN A CASE AS WELL AS OTHER JUDGES AND MEMBERS OF THE BAR TO BE SEEN THERE KNETH EXPLAINED TO THE COLONEL
6432-63723-0037  IT WAS IRCH
6432-63723-0046  FOR THREE OF THEM THE CENTRE FIGURE BEING GOT OF HAIRY KING AND HE WAS VERY MUCH INTOXICATED
6432-63723-0053  THERE WAS A RATTLE OF COIN ON THE MAHOGANY BAR AS KING SOUGHT TO DISENTANGLE A SINGLE BILL ON THE WATERED UP CURRENCY IN HIS POCKET
6938-70848-0010  THIS MAN HAS SPATIALLY WELCOMED TO CALL TO A CONGRESS OF PEASANTS
6938-70848-0021  FOLLOWED HIM LENIN LISTENED TO NAUVIT ABSORBING INTENSITY
7018-75788-0019  BUT THERE IS MAJESTY AND THERE IS NO MIGHT SAVE IN ALLAH THE GLORIOUS THE GREAT
7018-75789-0021  SUCH THEN ARE MY BROTHERS IS THE HISTORY OF WHAT BEFELL ME IN MY SIXTH VOYAGE AND TO MORROW INSHALLAH
7018-75789-0022  I WILL TELL YOU THE STORY OF MY SEVENTH AND LAST VOYAGE WHICH IS STILL MORE WONDROUS AND MARVELLOUS THAN THAT OF THE FIRST SIX
7105-2330-0005  THE ANXIETY IN THE CROWDED COURT AND IN THE LITTLE GROUPS GATHERED ROUND A T MACHINES IN WHITEHALL AND DAWNING STREET AND EITHER AFFECTED CENTRES
7105-2330-0040  THIS HEATLESS LAST AFTER ALL BY A NARROW MATURITY
7105-2340-0023  ELFRED WAS LAID IN COMING DOWN TO BREAKFAST AND HIS MANNERS SHOWED PLAINLY THAT SOMETHING WAS AMISS
7902-96592-0026  HE HAS GONE TO GIVE THE ALARM FOR THE PRISONER AND HE LOOKED EXCITEDLY ROUND FOR A WAY OF ESCAPE
7902-96592-0037  WHY YOUR CLOTHES DON'T FIGURE WHEN YOUR CAPS PUT ON ALL SCHEROO
7902-96594-0026  THE SHARP LOOKOCLIFF AS HE PURISH DROVE HIS MAKING SIGNALS FOR A BOAT
7975-280057-0007  HE HAD STARTED BACK TO HERSONVILLE IN ABOVEY BUT WAS WAYLAID WHEN MOUSE HEALTH WAS BOARD A SUBURB OF KANSA CITY IN BRUTE FALLING OUT OF HIS BOOK INTO THE ROAD WITH THREE MORTAL BULWARMS
7975-280076-0017  OUR BUSINESS THERE WAS TO SEE E W WISHED HE WAS NOT AT HOME BUT THE FAMILY WILL REMEMBER THAT WE WERE THERE
7975-280076-0026  I STAYED THERE UNTIL WE EIGHTH OF FEBRUARY EIGHTEEN SEVENTY FOUR
7975-280076-0028  THERE WAS IMMEDIATELY FOLLOWING THE ROCK ELLEN ROBBERY AT EIGHTY IOWA THAT THE FIRST APPEARED OF THE LIBERED IN LISTEN OF SOME LOCAL PAPERS OF MISSOURI TO CONNECT THOSE WITH HIS ROBBERY
7975-280085-0003  THEN A MAN LAY BRINGING DISCOVERED US AND WE TOOK IMPROVEMENT
7975-280085-0009  WE WERE INSIDE OUR LONG SAW HORSES WHEN THEY COULD US ALL FROM THE ANIMALS AND OUR LAST HOPE WAS GONE
7975-280085-0012  WHEN FOR THE HORSES ARE SAID EVERY MAN FOR HIMSELF
7975-280085-0016  SHARP GLISBETH WATERMAN COUNTY WHO WAS TAKING BOB'S PISTOL FROM HIM WAS ALSO SHOUTING TO THE FILL
8131-117016-0030  WERE NOT USING WAGONS MARRED UP TO HIM BLIND THEM UP
8131-117016-0054  IT WAS GETTING EVEN FAIRER NOW THAT HE WAS EATING BETTER FOOD FROM THE FAIR RESTAURANT AROUND THE CORNER
8131-117029-0008  REACHED AUTOMATICALLY FOR THE CLASS OF ETHER NEEDLED BEER
8188-269288-0002  TASTES ALL LAY IN THE STREAM HER IDEA BEING BY AND BY TO FOLLOW HER MOTHER'S PROFICIENT OF JOURNALISM FOR WHICH SHE ALWAYS SHOWED CONSIDERABLE APTITUDE
8188-269288-0003  AND NO IDEA OF ALLOWING HERSELF TO BREAK DOWN
8188-269288-0045  TRANK THAT SHE SAID
8188-269288-0055  EDDI IS THAT YOU SHE CALLED OUT
8188-269290-0012  I TOOK IT OUT SAID LISBY TOOK IT OUT
8188-269290-0027  REFUSES TO COME SHE CRIED
8280-266249-0050  AN INTENSE VOICE EXCITEMENT POSSESSED THE FLAYERS FOR THE GAME WAS A CLOSE FRIEND AND THE STATES WERE VERY HEAVY
8280-266249-0051  THEN EAGERLY OUT OF THE BOARD EACH RATION WAS SEEMERIC ANXIETY HIS COMPANIONS MOVEMENTS EACH CASTING NOW AND AGAIN A GLIDING EYE UPON THE HEAP OF GOLD AND GREEN BAGS THAT LAY BETWEEN THEM AND AT TIMES HALF STRETCHING OUT HIS HAND TO FETCH IT
8461-258277-0002 ALCA REPLIED COME ALL TORTOVAZARRE AT THE CHAIN SAY ME IS I OF CAIRO WITH YE
8461-278226-0004 LLOW THE RIVER SAYS THAT THE LOUVRE FOR I SAW THEM FOR YEARS AGO WHEN I WAS SAYING IN PARIS WITH GRANDPAPA
8461-281231-0001  IT WAS ON THEIR JOURNEY TO THAT SOUND THAT THEY WERE OVERTAKEN ON THE ROAD BY SADDRENK AND HIS PARTY IN WHOSE COMPANY THEY WERE AFTERWARDS COUNTED CAPTIVATED TO THE CASTLE OF TORCASTERN
8461-281231-0002  AS HE LAY UPON HIS BED RAT WITH PAIN AND MANTELAGE AND FILLED WITH A FEAR OF RAPIDLY APPROACHING DEATH HE HEARD A VOICE ADDRESS HIM
8461-281231-0026  HERE IS A BUGLE WHICH AN ENGLISH YELLOW MAN HAS ONCE WORN I PRAY YOU TO KEEP IT AS A MEMORIAL OF YOUR GALLANT BEARING
8461-281231-0032  BEFORE REACHING HIS DESTINATION HE WAS STOLE THAT LUCAS THE BEAU MANOIN THE GRAND MASTER OF THE OLD OF THE TEN PLAS WAS THEN ON VESSOR TO THEIR PRECEPTORY
367-130732-0025  THIS OF CRAWFISH
367-130732-0030  IT OUT OF CLOTHISH AND STRAIN IT BROTH THROUGH A NAPKIN BY PRESSURE INTO A BASIN AND ORATOR EXPECT ALL THE ESSENCE FROM THE VEGETABLES
533-131564-0005  WE ALL EVER BE THAT A LIKING FOR HIM AT THE BOTTOM OF OUR HEART THOUGH HE CAN'T RESPECT HIM
533-131564-0008  BUT TELL ME SHOULD YOU WISH YOURSELVES TO BE LIKE MISTER HUNTINGDON OR EVEN LIKE YOURSELF
