1688-142285-0010  HIS FATHER SPECULATED WILDLY FAILED AND THEN KILLED HIMSELF BECAUSE HE COULD NOT BEAR THE DISGRACE
5442-41168-0023  IN THAT A MAN YOUNGER AND MORE DESERVING THAN I LET THEMSELVE
5442-41169-0017  BUT ONE'S WORLD IS THROWN IN FOR NOTHING
5442-41169-0030  THERE'S A BENDS TOO I WONDER AT THEM SOMETIMES ANY GOOD PEASANT TRIES TO TAKE ALL THE LAND HE CAN
5484-24317-0003  SO THE ARTIST FOUND HIMSELF OBLIGED TO RELINQUISH HIS OPPOSITION
5484-24317-0010  WHEN HERMANN ENTERED THE VISITANTS OF THE GRAMMATIUS IN THE PALACE THEY GUESTS HAD ALREADY ASSEMBLED
5484-24317-0019  LET US HOPE YOU WILL MAKE THIS THREE LEAVED CLOVER THE LUCK PROMISING FALL LEAVE TO WINE
5764-299665-0026  AND ADVANCES AND NECESSARILY ADVANCES THROUGH ITS BE
5764-299665-0047 LED RELIGION DUMB FOR HUNGARY OR OSFIEL
5764-299665-0067  WE MUST HAVE CALL THE STONE
5764-299665-0074  IT FOLLOWED THAT THERE COULD NOT HAVE BEEN ANY INDIVIDENCE ANY DESIGN BATH OF MOTHER AND FOURTH
6070-63485-0014  WELL MY WIFE SHALL BE THERE SAID THE SCHOOLMASTER YOU WILL TELL HER WHAT YOU WANT AND I SHALL SEE
6070-86744-0014  WHAT IS THE MATTER ASKED ALBERT OF FRANZ WHEN THEY HAD RETURNED TO THEIR OWN APARTMENTS YOU SEE MORE THAN COMMONLY THOUGHTFUL
6070-86744-0024  MY DEAR FRIENDS REPLIED ALBERT WHEN UPON RECEIPT OF MY LETTER YOU FOUND THE NECESSITY OF ASKING THE COUNT'S ASSISTANCE HE PROMPTLY WENT TO HIM SAYING MY FRIEND ALBERT THE MORCERF IS IN DANGER HELP ME TO DELIVER HIM
6070-86745-0004  VERY WELL HAVE US TEN
6128-63241-0005  HISTOR WAS RUINED HE HAD LOST THEIR NAMES THEIR PROPERTY THEIR FRIENDS AND RELATIONS THE HAND HAD TASTED OF ALL THE CRUELTY OF DEFEAT
6128-63244-0005  I SHOULD HAVE MADE YOUR PEOPLE DESPAIR AND CERTAINLY INTO A WOMAN IS MISSUS SURRENDER WHO LIVED AT LASTBY OUGHT NOT TO NEXT DAY'S UP
6128-63244-0014  ALACAST AT A DETAILS AS WELL AS THE COUNT'S MISSUS STARRINGTON ADDED IN A TURN AS EXPLANATORY AS TO THE EXPECTED OF SEXUAL WOMEN AND WITH A SMILE OF WHICH THE SWEETNESS WAS THINNING TO HER LISTENER
6432-63722-0004  AND HAVING PUT HIMSELF ON A FAIR WAY AS HE HOPED TO SOLVE SOME OF THE PROBLEMS CONNECTED WITH THE DARCY CASE COLONEL ASHLEY WENT DOWN TO POLICE HEADQUARTERS TO LEARN MORE FACTS IN THE CONNECTION WITH THE MURDERER OF THE EAST INDIA
6432-63722-0015  GAD EXPLAINED THE COLONEL
6432-63722-0047  OTHER I PATHETICAL QUESTION COLONEL BUT I SHOULD SAY IT MIGHT BE A FIFTY FIFTY PROPOSITION
6432-63722-0056  O LATTIE OF TWO HEAD JO
6432-63723-0000 TTLED THE COLONEL AS HE SLOWLY PLAYED THE LUCKLESS TROUT NOW STRUGGLING TO GET LOOSE FROM THE HOOK
6432-63723-0006  IS A GENERALLY KNOWN WENT ON THE LAWYER THAT THE HOTEL KEEPER'S WIFE HAS LEFT HIM
6432-63723-0029  THEN I WAS SAID A LARGE THAT SOON AFTER THE ECHOES OF THE WEDDING CHIMES HAD DIED AWAY HE HAD BEGUN TO TREAT HIS WIFE WITH REFINED CRUELTY THAT HIDDEN AWAY FROM THE PUBLIC UNDERNEATH HIS HABITUAL MANNER THERE WAS THE WRONGNESS OF THE BROOCH
6432-63723-0031  IT WOULDN'T DO YOU KNOW AFTER THAT STORY CAME OUT FOR ME IN THE BYCHE CHANCELLOR WHO SAT IN THE CASE AS WELL AS OTHER JUDGES AND MEMBERS OF THE BAR TO BE SEEN THERE CANNOT EXPLAIN TO THE COLONEL
6432-63723-0037  IT WAS I VOUCH
6432-63723-0046  THERE WERE THREE OF THEM THE CORN FIGURE BEING THAT OF HARRY KING AND HE WAS VERY MUCH INTOXICATED
6432-63723-0053  THERE'S A RATTLE OF COIN ON THE MAHOGANY BAR AS KING SOUGHT TO DISENTANGLE A SINGLE BILL FROM THE WATERED UP CURRENCY IN HIS POCKET
6938-70848-0010  THIS MAN ESPECIALLY WELCANT OF CALL TO A CONGRESS OF PEASANTS
6938-70848-0021  FOLLOWED HIM LENIN LISTENED TO LVID ABSORBING INTENSITY
7018-75788-0019  BUT THERE IS MAJESTY AND THERE IS NO MIGHT SAVE IN ALLAH THE GLORIOUS THE GREAT
7018-75789-0021  THEN ARE MY BROTHERS IS THE HISTORY OF WHAT BEFELL ME IN MY SIXTH VOYAGE AND TO MORROW IN SHAH
7018-75789-0022  I'LL TELL YOU THE STORY OF MY SEVENTH AND LAST VOYAGE WHICH IS STILL MORE WONDROUS AND MARVELLOUS THAN THAT OF THE FIRST SIX
7105-2330-0005  HENCE THE AIR SIDINE THE CROWDED COURT AND IN THE LITTLE GROUPS GATHERED ROUND A TAPE MACHINES IN WHITEHALL AND DAWNING STREET AND EITHER AFFECTED CENTRES
7105-2330-0040  LISIT WAS LAST AFTER ALL BY A NARROW MATURITY
7105-2340-0023  THOUGH PHILIST LADY COMING DOWN TO BREAKFAST AND HIS MANNER SHALL GLADLY LET SOMETHING WAS AMISS
7902-96592-0026  HIS GUNS GIVE THE ALARM BOTH THE PRISONER AND HE LOOKED EXCITEDLY ROUND FOR WAVES HOPE
7902-96592-0037  WHY YOUR CLOTHES DON'T FIT YOU WHEN YOU CAPS PUT ON ALL SCHEROO
7902-96594-0026  THE SHARP LOOK OUT OF THE CLIFF AS HE BE TO RESTRUKE AS MAGIC SIGNALS FOR A BOAT
7975-280057-0007  HE HAD STARTED BACK TO HARTONVILLE IN A BOOK BUT WAS WAYLAID ONE MOUSE HELD WHISBOARD SUBURB OF KANSAS CITY IN BRUTE PULLING OUT HIS BODY INTO THE ROAD WITH THREE MORTAL BULLIVERS
7975-280076-0017  HER BUSINESS THERE WAS TO SEE EEPY WORST WHO WAS NOT AT HOME BUT THE FAMILY WILL REMEMBER THAT WE WERE THERE
7975-280076-0026  I SLAY THERE UNTIL WE EIGHTH OF FEBRUARY EIGHTEEN SEVENTY FOUR
7975-280076-0028  THERE WAS IMMEDIATELY FOLLOWING A ROCK ISLAND ROBBERY AT EIGHTY I WANT THAT THE FIRST APPEARED OF THE LIBERED ENLISTMENT OF SOME LOCAL PAPERS AND WAS RUY TO CONNECT US WITH THIS ROBBY
7975-280085-0003  THAT LAY A MAN NAMED DONE IN DISCOVERED US AND WE TOOK IMPROVEMENT
7975-280085-0009  WE WERE INSIDE OF A LONG SAW HORSES WHEN THEY CUT US ALL FROM THE ANIMALS AND OUR LAST HOPE WAS GONE
7975-280085-0012  MAKE THE HORSES I SAID EVERY MAN FOR HIMSELF
7975-280085-0016  CURLASP THE BOTTOM ON COUNTY WHO WAS TAKING BOB'S PISTOL FROM HIM WAS ALSO SHOUTING TO THE FILL
8131-117016-0030  FOR NOT USING WAGONS MARTOLEM BLIND THEM UP
8131-117016-0054  IT WAS GETTING EVEN FAIRER NOW THAT HE WAS EVEN BETTER FOOD FROM THE FAIR RESTAURANT AROUND THE CORNER
8131-117029-0008  REACHED AUTOMATICALLY FOR THE CLASS OF ETHER NEEDLE BEER
8188-269288-0002  TASTES ALL ILLUSTRATION HER IDEA BEING BY AND BY TO FOLLOW FROM MOTHER'S PROFICIENT OF JOURNALISM FOR WHICH SHE ALREADY SHOWED CONSIDERABLE APTITUDE
8188-269288-0003  IGNOR OF ALLOWED HIMSELF TO BREAK DOWN
8188-269288-0045  DRINK THAT SHE SAID
8188-269288-0055  AT EIGHTH IS THAT YOU SHE CALLED OUT
8188-269290-0012  I TOOK IT OUT SAID LISTENING TOOK IT OUT
8188-269290-0027  REFUSES TO COME SHE CRIED
8280-266249-0050  INTENSE VOICELESS EXCITEMENT POSSESSED THE FLARES FOR THE GAME WAS A CLOSE FRIEND AND THE STATES WERE VERY HEAVY
8280-266249-0051  IT DID EAGERLY OVER THE BOY EACH WATCHING WITH SEA RICH ANXIETY HIS COMPANION'S MOVEMENTS EACH GASPING AND AGAIN A BLOODING EYE FOUND THE HEAT OF GOLD AND GREEN BACKS THAT LAY BETWEEN THEM AND AT TIMES HOW STRETCHING OUT HIS HAND TO FETCH IT
8461-258277-0002 ALKA REPLIED COME ALL TORTOVAZARA THE CHIE SAY ME IS ILIE CAIRO WITH YE
8461-278226-0004 R KNOW THE RUDE AND SEASON FOR I SAW THEN FOR YEARS AGO WHEN I WAS STAYING IN PARIS WITH GRANDPAPA
8461-281231-0001  IT WASN'T THEY JANE TO THAT TOWN THAT THEY WERE OVERTAKEN ON THE ROAD BY SATRIC AND HIS PARTY IN WHOSE COMPANY THEY WERE AFTERWARDS COUNTED CAPTIVE TO THE COUNCIL OF TORCASTEN
8461-281231-0002  AS HE LAY UPON HIS BED RAPPED WITH PAIN AND MANTELAGE AND FAILED WITH A FEAR OF RAPIDLY APPROACHING DEATH HE HEARD A VOICE ATTRAST HIM
8461-281231-0026  HERE IS A BUGLE WHICH AN ENGASHOW MAN HAS ONCE FAWN I PRAY YOU TO KEEP PAIR TO SOME MEMORIAL OF YOUR GALLANT BEARING
8461-281231-0032  BEFORE READING HIS DESTINATION HE WAS TOLD THAT LYCAS THE BOMAIR THE GRAND MASTER OF THE OLD OF THE THAMPLACE WAS THEN ON VISIT TO THE PRECEPTORY
367-130732-0025  THIS OF CRAWFISH
367-130732-0030  TAKE OUT THE CONFESS AND STRAIN THE BROTH THROUGH A NACKET BY PRESSURE INTO A BASIN AN OIL TO EXPECT ALL THE ESSENCE FROM THE VEGETABLES
533-131564-0005  WE ALL EVER BEAT OF LIKING FOR HIM AT THE BOTTOM OF OUR HEART THOUGH HE CAN'T RESPECT HIM
533-131564-0008  BUT TELL ME SHOULD WISH YOUR SENSITIVE LIKE MISTER HUNTING ARE EVEN LIKE YOURSELF
