filename,client_id,sentence,age,gender,locale,duration_sec,duration_cat
common_voice_en_37186674.mp3,06bb3ec99234a4c8bae7f9955be73f074e63ea830ed78a7e5813af043781559756d530d7af23570e03075abf3785d97016e2e528e1626ec77ea40d9f23e3ad69,Blue Pool Road has several steep slopes.,thirties,male_masculine,en,5.688,medium
common_voice_en_39590680.mp3,9fabe0632a99d197cf9c6a9878c62010652412210ade7eecf884a28e1b2bab1175cf95fbacbc4ff07cc09aefccf9d0f1bbf0d72d9660a7552984191758470762,The nearest airports are Mysore Airport and Mangalore International Airport.,thirties,male_masculine,en,8.136,medium
common_voice_en_19998229.mp3,a4a1c44789381a654cb9d195d52bdf697a657c2f15146f0da9f8b8a7b2a3bda74061cf448b773a16c613f43c120d36f6228e89101a741b2d04280852ae47a00b,"North Kanara was transferred to the Bombay Presidency, and South was retained by Madras.",teens,male_masculine,en,8.832,medium
common_voice_en_31713487.mp3,243a32330c368bc72df605a14bd97578a7e71d9665013610dd6d1506f790ecd97e126dd1d481bf7cf44d64e8ebc1512206cefc293bdf548ea957984a5514da1e,The song is widely popular in South Asia especially in India and Pakistan.,teens,male_masculine,en,9.108,medium
common_voice_en_32118312.mp3,5d360e1e893b97ea249931fc2bc0af04a8e02d4ad26c09e95061e86ef5ea56eee73fd91dbad38a851b79c2dac052156ac2f00ca6ec347b7f751035527cac7795,She mapped the functional connectivity of the resting state to different behavioural variables.,teens,male_masculine,en,5.328,medium
common_voice_en_17298604.mp3,591ad5fb3f49a77e8200286890ace0d2b1e78bc37776e57bd08c0bab38ffee45cf8e6f106d4df5a02ac0476c51a60807cea82a095651a925eeca22a82ac596b6,"The python wasn't a snake, it was a programming language.",twenties,male_masculine,en,8.376,medium
common_voice_en_37536220.mp3,fbe4aaac54314f3a3a9b32ba480cf23155a14a9f1a680f49ffbae8fc401b5fbc99a564c935401f0663fd3d2c3a490d78b1708c099d12bbaac28eda99fe734298,Biomass power is created when any biological matter is burned as fuel.,twenties,female_feminine,en,6.408,medium
common_voice_en_30676708.mp3,0a3f27e009572dbc52c115bfa733fdbea6b819dd63fd440adf16a90428f3566049c9fe252e775388ac3bab7e9951fa06c8691497b6568d3b5e436aaea396a8d6,He oversaw the transition of the Danish navy from sail to early steam power.,twenties,male_masculine,en,8.136,medium
common_voice_en_21413474.mp3,7c3d354e92895cf69a368140581bec0476c8655053a1cef6730a2294f0e3eb59c4ec4de8e178914aeb5d4f25442664531db07007822803686ad12a6d0d778179,This add-on allowed Notes documents to be rendered as web pages in real time.,twenties,female_feminine,en,8.496,medium
common_voice_en_17706439.mp3,e6713016c006520f60211c433a8cc3ca3f1ad6d29e317bea943590ab790f427e7bf57cf5c7295cd1b219b17ba90a4e8a4a29cbe76151dff249952319c05dc2fd,Our busiest time of year is in February.,twenties,male_masculine,en,2.784,short
common_voice_en_19635121.mp3,34acdbd040e88d5247b15a2e959c696af466931cd8fae792b1def717df8cbbdcc83d5d6ce1c7eb63d93c14dd9cb0649a008c2d608beaa5c477c85667558f3104,The stories featureded the film actor Alan Ladd in a variety of adventurous situations.,teens,female_feminine,en,8.616,medium
common_voice_en_23815856.mp3,87a64c437b94a4213c12860a694d113485cd2f7ee31de64e12ef6a292ae031833d103f7372a6441b14f222b3d58866526119497f415cf466712ba5dea437d47b,"Brand names include Alu-Cap, Aludrox, Gaviscon, and Pepsamar.",thirties,male_masculine,en,7.968,medium
common_voice_en_39490494.mp3,8d417adfd9703ec3cb28380f433781fe2cc6085f88506d8f103380435beaa9197fe552acf3b4f3ac92ca370011bec6cd3fa0adefcc488038e72eceb266638a30,The heap of wood that had been collected is destroyed.,fourties,male_masculine,en,5.94,medium
common_voice_en_20799483.mp3,344f72d01f725a8e6b85f4d63913da003db30314b5516ba32fd66584d6fd6e044e0dc100589fe667fabbd6ea9cff1c80481cf0a87bc37a83be5b4ed314bb6ee9,Patrick Henry at this point issued a semi-apology.,twenties,male_masculine,en,5.568,medium
common_voice_en_18471299.mp3,341e0820421d79804723de24e40fa96e5bade6ea48ce245ae7930a4fb45a8b99388693540206f3d1c26d68b38b06cbbf1f646a1d1aa2167172bf4189aa441b1e,It was my intention to have a word with Angela.,thirties,male_masculine,en,4.896,short
common_voice_en_23827068.mp3,438485d5679055590647b9ee42afa15e288ca6adb463a2ef8208a04ad910c715da7a7cc00ff23e00f55d461b0ff8a481ec87c93621134606687df19609cadbbe,It marked the start of her transition to more challenging roles.,fourties,male_masculine,en,5.928,medium
common_voice_en_17426846.mp3,b666459f2e5588489327af94832a779e531d9a3223cdcfa833defbdbaf9a6400de2731415081a39ab3f9c738bfc2cacb25f12baf4419df78be23a215b9fb068e,"To escape from the smoke, and fall into the fire.",fourties,male_masculine,en,6.528,medium
common_voice_en_37698584.mp3,558b91bb6c0170be4050c15c807e785047a133b5a8f26cd5355fd1d0916c060a9e4de6d2f04b6e22441e7b52e1355c073f64b22274a044722cff58b92b296ab8,They are messengers of the Great Sun himself.,thirties,female_feminine,en,6.408,medium
common_voice_en_20067905.mp3,d30ffe0b2ee8c4c67ccc2ab0b14d482c79ce4200f0d3ff8d13878440fb965240b406e3b822ff0cd1e370d0efc9b945be27ca915708879419aebb0526148a9b9c,The plots for the miniseries were eventually posted online.,thirties,male_masculine,en,5.52,medium
common_voice_en_21333801.mp3,c16d58fc72613a1f30a9add3bd6df0f5cd33dc800919eeadf3390cdbb875e1e35aa6baf70c54be5f4eacbba51ecb28c1553ec3489c64253353171ca7e66fd888,"During this time, Shropshire would have been flooded again by shallow sea.",twenties,male_masculine,en,9.984,medium
common_voice_en_19938518.mp3,cf97d0d3da8956db9d080276fcfa2e1cb45f3c5555c8efcf0342b588b67e7b7964a396ff5f6e4e7f57a1413c1ade2edfa278b66e1552d0463e287fb5bf12c307,Before he began his political career Edward Seaga was a music producer and promoter.,fourties,male_masculine,en,7.824,medium
common_voice_en_18944256.mp3,5e3364d94fc8145c167960ea64496b7decfbbabf8d83bfe714c608f4febabdb4e04f0c0cb0b3db077fdbe0381dcea79fdf7e911119716ee6ba98e0bef1efa052,Before entering politics Williams was a highly successful lawyer and businessman.,twenties,male_masculine,en,6.096,medium
common_voice_en_19672835.mp3,cb584d113aa586a972128ded6e5afe6d6e1e49e0d63d33bcada5122bc81d1e435fb75fd75d6946dae8107d14c6d1bbdbc3df38f07e6380be2a113f45251cc6ca,The rank insignia consisted of shoulder strap and sleeve lace.,twenties,male_masculine,en,6.024,medium
common_voice_en_18304024.mp3,19fb27444eddb6f5883355148f15d37fc957f474202fd3d2e91bf6a30de30636c35effc1de90ae6e509f75a1f66b6957661c51858a931cf60be17a4abfe82481,Advertisements are rarely hosted by the same web server as the actual content.,twenties,female_feminine,en,5.736,medium
common_voice_en_27697441.mp3,baa6d53d4b0b4405edc01bcf2443dbd0e66bed831d1d48ae39b9c967ae1511f46b522631789e450e204865937563adf267e3e74c8eb1b4745b80483c92608567,The municipality contains part of the Raso da Catarina ecoregion.,twenties,male_masculine,en,8.496,medium
common_voice_en_18099755.mp3,cf2ef662d94e1a79f1a8fdbcd49f7e896e8dd59e4f76e77aa7a1c387f1c1d65a86ffe7418cbf817baac7e057930fca97b9858cb6923c932b8492d15f327c762f,I'll start my first peach harvest later this year.,twenties,female_feminine,en,5.136,medium
common_voice_en_20178859.mp3,a3357cd6db90ed2cfaed08273836c8182c0df9dfd4740989a96b172c7f1404b600007647f5c6173f811eebf45eedc15718420de4920ea5792f8ae839af58b3d5,"Thomson was born in Brunswick, a northern suburb of Melbourne, Australia.",twenties,male_masculine,en,7.224,medium
common_voice_en_532087.mp3,b4cfbd9e2c2cf3a7634e5cd98aaaa252531596a3d77489c6ca055bc76dad28e2ff0db38dff231fc91a44b31c72b2cbc4685d825f98c308301ef81f99b66adc7b,This is a little boy and his dad playing a board game.,fifties,male_masculine,en,8.592,medium
common_voice_en_20984234.mp3,b06efea787e4f7c5fc58dcd75b8b6c6466414b6b0678fbdc0e26b236e167045103fd88cb2cee3d593aa19dfee9740356aea25ed33e39711c8a88c977727c12c6,"The railway uses a slightly different spelling for the town of ""Louisbourg"".",twenties,male_masculine,en,7.968,medium
common_voice_en_19707436.mp3,7479050eb52daa3bf0d9a05818dc9f1b849bccfca95c00c8cd8b7d8d09df9e8f991efa1b5ca1c57bcd4baf31c7f309f6c46eac978172421ff4b6ffddc379bf1a,Chimaira would continue their progression of heaviness with future albums.,teens,male_masculine,en,8.136,medium
common_voice_en_39582221.mp3,4cad254c983988e9109526408a79db9401b27aa096546aa73b5d9bc6248cff9ac73853dbd010b12e603d20523f6d24c11a01949a523a679071e7e34f2214ed8c,These appellations were apparently given to them by the Muslim inhabitants of Outremer.,fourties,male_masculine,en,6.192,medium
common_voice_en_18723995.mp3,475f87d6149b2cd995ea31a89adb3bbf2603c0ce50003f23488a3612b2307dd387c9469081c703c2985d9e653fb3e7c10ca1d6cb56af1ca2f9e7a0d6fbfddba1,Keller then became a hockey coach.,twenties,male_masculine,en,3.384,short
common_voice_en_18754523.mp3,27bdbf842de58f4e3c3ed44207cae39770e2145c6c9ce9174cc050ab6e9d2c8ca2dda2737992e4893bcb5b1628b13c1db73046429c3b60ea3eeaae910c79cfae,The rural population saw the old religious order in danger.,twenties,female_feminine,en,4.896,short
common_voice_en_28010787.mp3,58ede8ced04d43d3551549e6f515d4c90c16ca955f290f1ac67e75b2675a25324afa6024d471294c980eae34bded239631c8c6c81512658efe67579cd1c7e041,Is not that his character?,twenties,male_masculine,en,4.248,short
common_voice_en_19654552.mp3,0f9693e3bdd838822e26716e0dfa4cebdd850655c7f366b4c6bba0c7bc51cba6a776fa9f15e6df6253a4b00e5475b93a2b3836c72649bc2ad532d3719c64278d,"The chartist's philosophy is that ""history repeats itself"".",twenties,male_masculine,en,5.136,medium
common_voice_en_18893500.mp3,bd4a2b6b8a5a7c093a4221ae8af4427ebf50f92cc0ffb0d83b35c2a2965ad48e7326a7f356f0e03e6fddbd43fbbaa618a3c324b0a6cc0aa68e7c3681e4a11267,Aurelian accepted Bahram I's gifts and the terms of peace offered.,thirties,male_masculine,en,6.096,medium
common_voice_en_18366209.mp3,b7c15c14cf7f21a1ea983e3ce76c4cc7538b9d4b721d882f3c1531a4af14796346335cac113a2c3aa50630a26f051bec31f5fd6046319e5c9dfeeeeca0b7aed0,Is that how your niece began?,thirties,female_feminine,en,8.832,medium
common_voice_en_19935865.mp3,bce4db968c5d5471cb277b8bb3e4070252fae3e6166a981398be530d9b5c5af75532de25f90787ad37f1629dd285e4c2f6b6b270f81097aae2b9e43d7d86d4c3,But we really don't know.,teens,male_masculine,en,4.08,short
common_voice_en_23805514.mp3,41e4891060d9931656ed6c8bb76327eb785d7064171e757206c208b0ed81eb5c7140d9788536c4405f675fd4d0a4d6d3ec04260d2c47f0be88bb7189d41d7ff0,The West Fork has a low gradient and is slow-moving throughout its course.,twenties,male_masculine,en,6.936,medium
common_voice_en_18758347.mp3,279d8f0a202c7165707e6b1eb3a3e3cf4e5f0818a1ca39cfa8755adcb9e4aff92854170c2c3403d8f9105a0f89f355adc03e27369c7aa472291942e58d7b9985,"In that case, there exists an odd Darboux Theorem.",fourties,female_feminine,en,8.208,medium
common_voice_en_18661022.mp3,85cbe0c46759cf9c4f1b059da259b2f601786bc58db7a4c556b57f19cdcf6a990fec1e9fa3b3f4d0eb891861bcc456505b2aa28f200a0ae28e062d94aaacfa65,"No, no, my love, said he.",thirties,male_masculine,en,3.216,short
common_voice_en_37870005.mp3,f8644974d2743351d4335a65c9580820ac12dad51eb8b91f223459a9f88da233b33be286ae205d96fd2254999f6240270b33e5af1f64e95300e8792e54345b04,"For this victory, Foch was granted the title Marshal of France.",thirties,male_masculine,en,5.256,medium
common_voice_en_39562047.mp3,f87690af1e254b2c6f5ec257400cdb66c0c49ab2dfbc0adf91fffce079a81f9fcf60303b6077696db72053d45357ab5c861470a29c0aab30015adffe75486eef,Depending on suit quality and partnership agreement different classification schemes are viable.,teens,male_masculine,en,7.056,medium
common_voice_en_24451254.mp3,c90a099ce3ba6add4279f227db4182c316b713bfa5dfe0802f456650b47867d2e26c09d7a5227faee61c5565c4751082afcc59b5910b9dbd86b4f21c26c7c29f,This map is related to parabolic coordinates.,teens,male_masculine,en,5.292,medium
common_voice_en_20451079.mp3,e8c5de5b77a52e995c17b61d66eeb339d9ca26ec8e238ea1e0a15b85201a6e561551af3c9299c424ec7b2c32660a3cccc8226acf43204557634e0d5c6bc81180,It later became a key constituent of the North British Railway.,fourties,male_masculine,en,6.456,medium
common_voice_en_25635326.mp3,0f4b2baf0627e5f984b2ad8d2a1caf9801e0151360a96d16507d80c07264ad41212258a5b5d033c62c6a30ed0278e405ac4223a43321309391e1301248611461,Bob is badly injured and begs Charles for his help.,fourties,male_masculine,en,4.32,short
common_voice_en_34013139.mp3,5670555846191faddcae24a25e76270043b99dd7d7a9f33352dced81c677d35901d045da4b1e2eef6d1b32e4463cd344d027f87c0aefe0b57e872f210e491721,The head is located centered under the bow cabin berth.,twenties,male_masculine,en,7.524,medium
common_voice_en_37981848.mp3,3da2517b32d12f6a2a03ed936f0f9433e04266fd390ea7b345380ac5b42349cc5576b1f7eebf57b5c2cecf65dadd5200493abd86b497a345fbd94a4302f9efa8,"Feminarians, including Segrest, saw writing as a force for political change.",teens,male_masculine,en,7.38,medium
common_voice_en_18864859.mp3,fbac190a04a6dc41862be2590f56aee8434feef9422c04499b3be15cac20fadbbacd935ef8949fdb45e9b77f7bdee2e683f6cdf2ed417ada29fec1d0e65ba5f0,"The name is a variant of Malham, Malgham, and Malghum.",twenties,male_masculine,en,9.384,medium
common_voice_en_18316463.mp3,023d21a36e4a2c072e9836987828bf93d11df68b50f049099595b34e78903a6c14d05e6aa7f3849f0fc83ac114e43c613e0b14fb22770140f26459193a52b0b2,"Bill lingered, contemplating his work with artistic appreciation.",twenties,male_masculine,en,6.312,medium
common_voice_en_31654411.mp3,d7ed15a6a4c5448d87ff402588bb8322be4a9869f4cb95d9c73dd78390552c05b8b8438a88c6654486da2a463be124f585851e2dee88bfb9f88bd30dfb728021,The battle of Piva Forks concluded the next day.,twenties,male_masculine,en,5.976,medium
common_voice_en_23777205.mp3,d2331966c9c286820f3303f2cfcde336046b8a89ca7c70a097312f8c0810e23f72dfcc96ff20ebc3a8ce0699c9ca2a42315a5030d604c20ecf59b1e2827812e2,In this he ridiculed the apothecaries and their allies among the physicians.,thirties,male_masculine,en,6.936,medium
common_voice_en_17775332.mp3,4bb37dc4cbd0586c6983a904b9ca7289126280afc27dfbfde5e1a4f56322f012351f1c1d3fb679867ef51c085954280cb606f5115bb1782f9ca754a471302b8e,"Shawty, you look jaw-dropping in that jersey.",thirties,male_masculine,en,3.984,short
common_voice_en_23853905.mp3,10cd5766aa7359b90d89815c118144b3fa3a66fac912c24d84c0fe36ebb929cf63091761030e81076706db03cd8c23550f25cc54735a45b37d1c0e856a526855,His current whereabouts are unknown.,twenties,male_masculine,en,5.784,medium
common_voice_en_23817814.mp3,e6ddc08ba8012f840c9fc1fc3666a5ce2ed4efbd2b4bfe1f2e911caae91a3da1a86524d0c5a9c27abb3d6a8ed13c3967247eb17167ffbdbdd37bbcb310192ea2,"Marino practiced law in Oyster Bay, and entered politics as a Republican.",thirties,male_masculine,en,6.096,medium
common_voice_en_31692863.mp3,a369cbdbd6fc02425ab9598f13c12222eaea3820d58a28d26b7d1f9d11d769c30fc296af9c8f7757cf112bd04a7c0074cab03338065a0bf7225ffa5a926ba211,The bed of this river is mostly made up of pebbles and pebbles.,twenties,male_masculine,en,5.436,medium
common_voice_en_19953165.mp3,903d961178d1fe8760feabb4d9ac665c93047db47c8aa76496fb8a38f3d09b6fb0efd2de74cec8342b970a01da377d64656baca11d067746825941a17ef6a677,This technique is also known as living polymerization.,twenties,male_masculine,en,5.904,medium
common_voice_en_20202676.mp3,ecfd3860b7fbe96ddefb930fae37ab52afd04865075f628ec1de16581c3781c5c6c21d013b96b4b33ea7cfe7b0184d39433976c19a0564a795a5c8a038d6713a,"Frequent fliers would bring tasty treats to the crew, particularly on morning flights.",fifties,male_masculine,en,6.312,medium
common_voice_en_18813645.mp3,27ff41ea0aa912c11d205256c0c2cb7e2ec8a8fc06bc8e48d04124d463a02f7beeb52a2be62c46bebdaf6f4ee1cfa9e1bcdc7fef7759ebe92909cc5e237c5ca9,"It starred Hawks, Jack Dee, Doon Mackichan, Ben Miller, Alistair McGowan and Charlotte Page.",twenties,male_masculine,en,9.96,medium
common_voice_en_37892950.mp3,8e3ef242d12fdc4063ceea53d46f1a58d69a06c9634a642c323101ebed6f9474d6264e19b6f2cb8d2b35642394a897caaabb2bc136532dd6e00f43957bfc4205,"Four villages grew within its borders: Girard, Churchill, Sodom, and Seceders Corners.",thirties,male_masculine,en,9.0,medium
common_voice_en_31070493.mp3,41c641076e214839286e06e738fb2405915b4d8899341175dd401cf22171c02e0af6bff06f6e94d47fe8eb6cc82753526f08aceeb5f1d455376e0727e2ae72eb,"She currently owns event management company called ""Black Angel"".",sixties,female_feminine,en,6.84,medium
common_voice_en_31716416.mp3,9eeffb85b293c39511442e38a98a95ec130255433bd615f488b530ac4c0ad0773b0cd39e18c3bfb3f3d6a8d66cb236de22fcf2346ca425f6c67c44c81249cc1a,Reproductive females are able to sense these pheromones and are attracted to them.,twenties,female_feminine,en,6.588,medium
common_voice_en_33772875.mp3,e254c202a6539c4de16205b0746e90a96d894243354ccded2441b2ec9c82fb08c1c660510f48d32638f83625be8848f0a0ca70c29b4e9b4fb27d03ee40a0e261,He was Director of the Aviation Research Centre during the Bangladesh War.,thirties,male_masculine,en,6.876,medium
common_voice_en_19757182.mp3,5c64b271f336d1cf4f04340c10af4b4f6382c2d029c24a2293f412fffc347d7aaf9fe4ff244e85b210f866f7e55bf6be19653fff445afe70346715e967453903,His wife is the Chief Justice of New Zealand Dame Sian Elias.,fourties,male_masculine,en,8.232,medium
common_voice_en_34917235.mp3,b04e64ae391a806d6d01a16f78e1ede1ec40d2d1547b3f133490fa70b75e85a8f4eec9e08c689cdcc5857eba6d99602e1d31a0b00e2f542c76b2611119a0770f,"He was educated at Thornes House School, Wakefield and the Polytechnic of East London.",twenties,male_masculine,en,8.316,medium
common_voice_en_28391444.mp3,48e1797d91dc9a655e23e887769d5bcf76f3dc599e90e9784f871552f5fb0e0961a778be05cd568067186951b7f06ee7040e01f920dde6e6e1f792efa340fe45,Students in the yeshiva included Joshua Falk.,fourties,male_masculine,en,6.012,medium
common_voice_en_19937319.mp3,133bb8e52e0df8d5823382266f30d4ab9aef442e2a4b711248c9a16020b27d5be162deaa3d19ecca48bae25135f6309fca6d7bbad954b0875fbbd2fc2b206294,Problems with the new treaty soon arose.,twenties,female_feminine,en,3.84,short
common_voice_en_39915957.mp3,b6fe330187c122028f756ca5f2c03b0736d93254ecbcc73ff551726cab2edf079a1c1fcc528ebdad1a0b528e897437f6c05d0d1a5795372daae9e34b5d6e8885,The choreographer Marguerite Derricks cited Kain as one of her heroes.,teens,female_feminine,en,7.308,medium
common_voice_en_21261870.mp3,519ab8b1411968443b809bcfd4057e3cb5db73d5c7077da7a4c6ec34fe393490ffabc47559083aadae1547e988dad5afb7022e055b71b58e3c04cf01c703c594,Other financial institutions throughout the nation quickly followed suit.,twenties,male_masculine,en,5.136,medium
common_voice_en_38123488.mp3,d47f24a961f815105132ff70f536f5a3855642ab26407216baff59348cca45de8f514a3a9f515909bf5cd36ce883ee380f1b798ffab3dc3a9f660820ddd69535,He was then granted Kalmar Castle.,twenties,male_masculine,en,6.876,medium
common_voice_en_20239311.mp3,129f26c9988949980d38f38f840c0d220b2550610a20f0c3fef948ced76b3d4088185298e2f60b4b36c06665440e20a50c7ffbb757288c9cd2220e63f8f88467,"In the north-east, it encountered intermittent Lithuanian and Prussian raids.",twenties,male_masculine,en,6.024,medium
common_voice_en_31536616.mp3,8b7c050dc307ce209d0848b77f08c759764c0434c0ce12e67d15298fc840092f17c50e137ae6189a20b06eeb87a2055f93588ad1f24b188788453cf7ea6cd8b9,He was posthumously inducted into the Saskatchewan Sports Hall of Fame.,twenties,male_masculine,en,9.54,medium
common_voice_en_19382251.mp3,37fdc19866d71e0e39cd5f3aef5005324128085ab8ffa0480c5c137aef0b192bf2bf1a3f0bc370e7792e0f43df2087accb1d04125166929b60c0003c9e157681,"Baxter is buried at Bulawayo Town Cemetery, Bulawayo, Zimbabwe.",twenties,male_masculine,en,5.064,medium
common_voice_en_31529409.mp3,a6a73789027758cd146869764429f79e0f41b3f8a382b143284a5a68d026f833e8627b5841beca03e1aa1f2bced0be8c79d738ca7cee3b71d59a92ced6e6052d,They had four children (two sons and two daughters).,twenties,male_masculine,en,6.444,medium
common_voice_en_18250601.mp3,5f0f4cb278f97ece0ac549957e1813194934203c16249f60a8326f91baf20fdab707ed9ec5ecad35e26dfd515c9d77a668010d623c64ea7e1b34b8e7e735f825,This is the strongest candidate for the role.,teens,male_masculine,en,4.824,short
common_voice_en_20900717.mp3,832792fdef004f49a6f92c0ad00140706fda421e23b24a7141e0a6f9968dd8dd0cdff52d0412629643178144cb8886b2e894f166b1591b3cf654e80cd50e930c,Darbepoetin alfa is a Pregnancy Category C drug in the United States.,teens,male_masculine,en,5.616,medium
common_voice_en_36765761.mp3,ac351c3ca7f1f9beadf91b8414f6e6f0f4ae324b1e594a592a5dbd750d7998b77e1bd798933bc60903d302ee167a0aee83001a9a79eea37fcee91c602b0407e5,"Key, Short, and Foster feed into Gunn.",fifties,female_feminine,en,5.184,medium
common_voice_en_19708700.mp3,0a86ee1f47ab2116c784442469107093f7c50d7f869f88f8a2af47e9a7ec6fe5c245e9d56a12124463f51884bc59a4adb4715dffec634ca434e5205c14012fc8,He wrote many pieces for the cultural magazine.,sixties,female_feminine,en,5.352,medium
common_voice_en_19648410.mp3,df731f652026a3cc1a1a572a65d0d465a1c105989a4de2cf2ea59669059da60eaeb87b5e9807634a39b381b4f66e4eb3950e7bbad7481fbb401a46c72e2db521,There are also stand up specials after the episodes in this season are finished.,twenties,female_feminine,en,6.72,medium
common_voice_en_512011.mp3,b64bce636bf8f23134f5f46d2317a0cae7ff593d7a96a17199110c8ff0beb822fd85dcc3bac23290766b756c94769d88990210b2160241a010f6add5497d1eef,Drinking and driving is irresponsible.,fourties,male_masculine,en,4.416,short
common_voice_en_26717744.mp3,fdf4443bfa6f476ffe4c1fba01113ca3f3ccb2d8d54177f760eb22a6991eb8b0e8f865f942bd077e73bbd811bcbfe3a68200a69dbce5f1f7045061e02c0df770,The route would thence go west to the Tonawanda Railroad at Batavia.,twenties,male_masculine,en,6.084,medium
common_voice_en_691448.mp3,d5c4d3a2102843a3487178c1fb66933ba3261014e6aa589703de2c94415aeddc7f6ffb061556d3f88d6300c5b1834c6dd840973fff005650508a94f60df2970c,Two boys are playing soccer in the water at the beach.,thirties,male_masculine,en,8.664,medium
common_voice_en_17426004.mp3,57e8fdd24825ff4d5ab613e0187465c98aab8dd0a4a180761975de02bd50fc7ece74dec45495480689fdd36b0c2318719d72493fcc099936b28cb4f8bb442cd9,"The computer was going insane, it displayed garbled nonsense and then shut down.",thirties,female_feminine,en,7.656,medium
common_voice_en_17916879.mp3,9f360057e393b5292db76821e256949938e2b88853c6dc67553f59348213b0587695f95d499b87bb1a68120ebe0eef7fc32b1f5336e3d301a6116e0eb51bc704,The fan whirled its round blades softly.,thirties,female_feminine,en,4.704,short
common_voice_en_31893853.mp3,00e77ea0f4da381325ffea4b940d26c2805f797a7bf9862812ac096859f91aa4f1b297008566927bd571ba2ee8fe60babaa556430cd44d83149df50056dee433,Poor weather conditions.,twenties,male_masculine,en,4.68,short
common_voice_en_39765214.mp3,7f692d68de3264ccd32c3cb66ee688bdbd616196a1bc4cde7f8851ec28a5310fc9251829b7cffe7c3c24f385696bb5696cb321ccee36f4b25abbc1af9fb42db4,"Their chief goal is to capture a young boy, named Akira.",thirties,male_masculine,en,5.04,medium
common_voice_en_20140424.mp3,655f47d9ff60efe615e3b727feadaafa040580de923b1672d06662e384a444f16f1f753a5e6768962bbfb96b36655d5614e738f1b606f3829b9c3860e51d4032,Cavilla characterized the transfer of leadership as an illegal act.,twenties,male_masculine,en,6.048,medium
common_voice_en_22754639.mp3,b759739700a5317aadae69369943ed1a49e1d0ef769cfe65c19ff1328c076bb47e89deb666e5a78f50d9f8b619a0c27d0e4ccba857dd096989b9c3a2a336a1c6,Maria Severa Onofriana is often mentioned in fado songs today.,fourties,male_masculine,en,7.464,medium
common_voice_en_33211536.mp3,0795b900b2f1728573e1d69f755dda6fc1c5a5fb61f1a26142954c5ccb4d677e1385093801198c31d58b2f4aed996f28277a9aa58935e90ea025af00f3d1ead5,This argument is ancient and musty and in respects an economic fallacy.,twenties,male_masculine,en,8.208,medium
common_voice_en_20556516.mp3,3425194a303bd2def5901d1ef01365089f8f6808035b8884b26431e5d680cc6105c54bcd34e92589cd8c581c244e33027d18ddb7c9cea0ab6738441e1345fb66,"Stephen the First, the first king of Hungary, founded an episcopate there.",twenties,male_masculine,en,8.688,medium
common_voice_en_37331681.mp3,d1218b14fd00560426db086e60bf1031665bdc0a078658a2e37401c395ace2dad97163a210ca9fb506e24ea465f55af06f9288f78929168700993d2bc7556bc2,"His father, Wolfgang Burkhard, is his manager.",twenties,male_masculine,en,5.328,medium
common_voice_en_17666102.mp3,9a0b6456369c8f2d4ff1f9d0385bf5c31ae78098958d817585364b5f0d9c0a0752add2be76510ae2e0a3aa8113b7432ebaf273740dd106011f9569412a814a05,"Very well, she said.",twenties,male_masculine,en,2.544,short
common_voice_en_27709919.mp3,55dce46ce3866d1cad0e9dcd03754f8a75ec229da83ffb8a47616d2e3565703d1dc32fdb0da22b7867de52b7a5b7d566f587a7fa55fa4c6fa6adba71d752f80e,He succeeded to the throne on the death of his father.,thirties,male_masculine,en,6.408,medium
common_voice_en_1564420.mp3,5e7bbd32f2a872e09d1843d15596c49b0cc9e89a7c6c4175b9e0f7223a5421f6bb2b1fcd8a2977dd5b8d5165eef1eaa2a1d37105e7bbb807657175bb41efde8c,Presumably Ryan never did any sanity checks.,twenties,male_masculine,en,5.568,medium
common_voice_en_18758926.mp3,d35bc38c3247a264270a48c40eb8e924b9870e6e2ed2b52259f24c4ddde21cf8216bc84f7458931a5c6c5de05e1cef2323424b1c9335e500b83fd9a5623a5c11,In some cases-particularly with underground structures-these were never actually abandoned.,twenties,female_feminine,en,8.064,medium
common_voice_en_21654081.mp3,6aaa188972cdacbe89a6f3706ba3dc83ea27cc569a9d62faed2a74cac8b3577789e83d1f02c0ef07df036586b1b26aff005edd25d9b82264e5f5d68a2905855d,Turan-Shah built the citadel on the hill overlooking the old city.,thirties,male_masculine,en,8.664,medium
common_voice_en_31636385.mp3,f923ee44db8fb4c721c8a0fd52b88fa0c41642c5ae3c5a0a58da782182ba0484bd18516747de3fb9a35b4b567eeb459c52e0ebb40e033cc05ca9bbf7fd29c0c4,No one yells at you when you smash into their car.,twenties,male_masculine,en,5.616,medium
common_voice_en_20907100.mp3,8b013501232efa839e9f06e81e4d1f016214d97ec7eb23ad16d0945742fba91dd20302630c155fa5f25e03df0d7240ed4293bbe88313b6a8380d65736ed36b80,"Since, insects have become popular subjects in philately.",twenties,male_masculine,en,8.856,medium
common_voice_en_31367786.mp3,5fd3077b3b9da19286d3f782cb89c753785d46d7adfeac181e12f0441f29cc31e0dcd6b8e2e0891c8e39000bf811a1b2ea8a806958eadd6f54f1ee85dfe51d4d,The company manufactured health and skin care products made from rooibos extract.,thirties,female_feminine,en,7.308,medium
common_voice_en_38849850.mp3,2f50b33c04bb015bb656de563c2dbc5da64da60f037e79abf65ef89d1aeeb993caf96b2ff4d5bc4989a694712f957990e8e2b3982e32de662f62c596ba6e8385,This arrangement has continued to date.,teens,female_feminine,en,3.636,short
